postcode,northing,easting
SW12 9HS,172942,528740
SW13 0DR,176425,522159
SW13 0LW,176298,521817
SW13 9RU,176795,522444
SW14 8LP,175521,520460
SW15 2DS,175084,524136
SW15 2SR,174842,524446
SW15 2TL,174966,524094
SW15 4AA,173615,522572
SW15 4DU,174051,521789
SW15 4HN,173928,522224
SW15 4LE,173709,522435
SW15 5JJ,175179,521563
SW15 6AF,174936,523917
SW15 6HG,174624,523232
SW15 6TQ,175136,523752
SW16 1XU,171823,530085
SW16 2BP,171678,530363
SW16 2PG,172589,530325
SW16 2ST,172049,530325
SW16 2XT,171634,530835
SW16 4NL,168947,530675
SW16 5HF,169530,529559
SW16 5LS,170260,530234
SW16 5PX,169643,530543
SW16 5SE,170339,529669
SW16 6BL,170879,529470
SW16 6LY,171139,529343
SW16 6PX,170574,529093
SW17 0RT,171135,527233
SW17 7AL,172559,528098
SW17 7AW,172890,528279
SW17 7BA,172388,528086
SW17 7EG,173441,527550
SW17 9HQ,170795,527932
SW17 9JR,170526,527927
SW18 1TW,175508,526195
SW18 4DD,174297,525708
SW18 4DU,173734,525935
SW18 4HH,172590,526067
SW18 4HX,174620,525274
SW18 5AE,172954,525365
SW18 5DS,172873,525139
SW19 1DG,170107,526277
SW19 1YG,170663,526400
SW19 2BY,170650,526920
SW19 3DA,168832,525849
SW19 4DL,170503,524620
SW19 4DP,170658,524682
SW19 4DW,170510,524599
SW19 5BY,171084,523894
SW19 5NX,172248,523575
SW19 6AE,173396,523815
SW19 6EW,173083,523939
SW19 7JL,171861,525147
SW19 7JZ,170849,524840
SW19 8DA,172267,525338
SW19 8RA,170617,525393
SW19 8RQ,170643,525205
SW1E 5RS,179246,529099
SW1P 1BT,179054,529501
SW1P 2BG,179078,529805
SW1P 2FA,179139,529841
SW1P 4EN,178889,529898
SW1V 1DX,178793,529308
SW1V 1JT,178969,528915
SW1V 1SN,178749,529294
SW1V 3EB,178255,529390
SW1W 0AU,179060,528816
SW1W 0QH,179389,528844
SW1W 8BJ,178573,528002
SW1W 8EE,178738,528069
SW1W 8NA,178476,528441
SW1W 8TS,178780,528198
SW1W 9PY,178965,528623
SW1W 9QN,178724,528496
SW1X 0EH,179009,527696
SW1X 0ET,179286,527826
SW1X 0JZ,179267,527699
SW1X 9AE,178859,528018
SW1X 9PA,179105,527889
SW1X 9PQ,179030,527903
SW1Y 4JH,180282,529544
SW2 1AE,174268,530712
SW2 3DY,173320,530708
SW2 4QY,173643,530207
SW2 4TP,173031,530438
SW20 0LW,169506,523112
SW20 0RH,169801,521894
SW20 8DA,169402,524568
SW20 8DE,168913,523730
SW20 9EA,168502,523302
SW3 1AP,179511,527753
SW3 1AU,179576,527771
SW3 1HW,179284,527327
SW3 1NQ,179246,527481
SW3 1NY,179234,527447
SW3 1RW,179312,527592
SW3 2EA,178855,527266
SW3 3DD,178703,527351
SW3 3DH,178598,527457
SW3 3JD,178501,527601
SW3 3NT,178513,527336
SW3 4LW,177833,528057
SW3 4TD,178340,528031
SW3 5AW,177998,527065
SW3 5NT,177885,527256
SW3 5RR,178022,527370
SW4 0DE,175568,529335
SW4 6EB,175667,529577
SW4 6TB,176520,530416
SW4 7DB,175444,529747
SW4 7NU,175212,530131
SW4 7QJ,175398,530173
SW4 7TR,175576,529944
SW4 8JP,174196,529670
SW5 0EA,178274,525771
SW5 0NL,178650,525955
SW5 0PT,178646,525576
SW5 0RD,178787,525626
SW5 9AD,178528,525568
SW5 9JA,178188,525627
SW5 9QF,178619,525460
SW6 1AY,177389,525212
SW6 1BG,177301,525569
SW6 1BW,177263,525473
SW6 1TN,177922,525128
SW6 2FE,176458,525710
SW6 3JH,176184,524372
SW6 4BJ,176725,525246
SW6 4HS,176789,525024
SW6 4SJ,176659,525494
SW6 4SW,176484,525336
SW6 4UL,176516,525169
SW6 5PX,177115,525164
SW6 6BQ,177320,524213
SW6 6JD,176767,524004
SW6 7HS,177325,524494
SW6 7PP,177492,524109
SW6 7SX,177732,524838
SW7 1EW,179319,527337
SW7 1EX,179372,527413
SW7 1LY,179503,526935
SW7 2JN,178905,526772
SW7 2NG,178770,526950
SW7 2SU,178847,526909
SW7 4HJ,179044,525998
SW7 4NQ,178582,526237
SW7 4QS,179193,526124
SW7 4XR,178957,525907
SW7 5AF,178700,526507
SW7 5RB,178848,526308
SW8 1SJ,177880,530349
SW8 1UL,176959,530403
SW8 2JB,177911,530189
SW8 2SH,176303,529747
SW8 2UD,177258,530287
SW8 3RX,175838,528584
SW8 4NN,177625,528686
SW9 0JG,177454,531078
SW9 0JQ,177375,531023
SW9 6AF,176897,531688
SW9 6AG,176288,531172
SW9 6NA,177096,531453
SW9 7AP,176248,531263
SW9 8DJ,175311,530951
SW9 9DL,176199,530441
SW9 9TJ,176021,530852
TN16 3TJ,158957,541704
TN16 3XS,159220,541346
TW1 1EU,174435,516100
TW1 1NE,174714,516601
TW1 1PS,175283,516599
TW1 2AR,174237,517164
TW1 2LJ,174140,516979
TW1 3PA,173594,516443
TW1 4EA,173336,516204
TW1 4QP,173102,516142
TW10 6PA,174813,518192
TW10 6PP,174615,518134
TW10 7LF,172124,517434
TW11 0AU,170749,515889
TW11 8HD,171145,516112
TW11 8HU,171155,516436
TW12 1NY,171117,514469
TW12 2PB,170078,513256
TW12 3AX,170581,513559
TW13 4GU,173128,510517
TW13 5AD,173241,510821
TW13 5JG,172744,512150
TW13 6AJ,172522,512150
TW13 6HD,172104,513028
TW14 0AB,173706,510933
TW14 0AX,173913,510951
TW14 8AG,173692,509237
TW14 8SN,173409,509130
TW14 9EF,174260,510111
TW14 9PY,174375,508947
TW2 5AU,172465,514228
TW2 5TU,172954,515419
TW2 6EE,172982,513608
TW2 6JL,173056,513961
TW3 1JS,175724,513775
TW3 1NL,175927,513889
TW3 2DY,174848,514057
TW3 3EL,175623,513196
TW3 3ET,175741,512840
TW3 3LN,175623,513196
TW3 4JX,176148,513542
TW4 7DN,176104,512156
TW4 7LR,175850,511597
TW4 7NR,176104,511162
TW5 9BJ,176608,511691
TW5 9ER,177353,512419
TW5 9RG,177076,510338
TW7 4HQ,176350,515008
TW7 6AF,176296,516469
TW7 7DJ,175681,516153
TW8 8DS,177777,517434
TW8 9DU,177391,516430
TW8 9HE,177708,517067
TW9 1DN,175065,518015
TW9 1PX,174903,517814
TW9 1SA,174832,518104
TW9 1UU,175096,518697
TW9 2NQ,175268,518069
TW9 2RG,175179,517990
TW9 4BH,176610,519331
TW9 4HQ,176414,519180
UB1 1BW,179951,512517
UB1 1EQ,180438,512020
UB1 1HS,180345,512362
UB1 1JH,180380,512196
UB1 1LA,180391,512545
UB1 1PZ,180534,512646
UB1 2AY,180556,512484
UB1 2LU,180830,513524
UB1 2PH,180617,512805
UB1 2PT,181253,512808
UB1 2QH,180675,512767
UB1 2RL,181107,512839
UB1 2RX,181550,512870
UB1 2TJ,181503,513273
UB1 2TS,181627,513106
UB1 2TU,181730,513249
UB1 3HW,180039,514921
UB1 3HY,180692,513601
UB10 8SA,186473,507390
UB10 9JN,183739,507470
UB10 9JX,184148,507528
UB10 9QF,184778,507700
UB2 4EH,179102,512573
UB2 4EY,178992,512561
UB2 4UP,179944,514292
UB2 4XQ,179401,513642
UB2 5BQ,179418,512177
UB2 5DU,179226,512182
UB2 5NH,178698,511120
UB2 5QY,178184,513034
UB3 1NY,178878,508590
UB3 2PB,180997,508533
UB3 3DZ,180854,510340
UB3 3HG,180388,510281
UB3 4DS,179697,509797
UB3 4NA,179192,509569
UB3 4NS,178849,510206
UB3 5AB,178282,508819
UB3 5DA,177993,508785
UB4 0SF,181201,510395
UB4 8DD,182879,510094
UB4 8RB,182152,509922
UB4 9AJ,182256,511082
UB4 9BG,181919,512009
UB5 4AT,185003,512758
UB5 4LZ,184825,513736
UB5 4NY,185321,513629
UB5 4SR,184858,514238
UB5 5DZ,184526,512574
UB5 5HB,184139,512971
UB5 6LD,182854,511282
UB5 6QN,182924,511226
UB5 6WL,182650,512727
UB6 0JP,185169,515900
UB6 0PA,184856,515473
UB6 0RA,184926,516591
UB6 7HQ,183744,516722
UB6 8HX,183116,515654
UB6 8QH,183385,514831
UB6 8RA,182569,514477
UB6 9EN,182025,513941
UB6 9RB,182663,513665
UB7 0EH,176804,504935
UB7 7DP,180325,506101
UB7 7PJ,179488,505867
UB7 8PE,180635,506249
UB8 1QU,184424,505699
UB8 1SD,184361,505629
UB8 1UB,184138,505793
UB8 3LA,181940,508300
UB8 3NA,182131,505891
UB8 3NG,181889,507300
UB8 3NN,181918,506850
UB8 3PH,182653,506024
UB9 6JY,191095,505444
W10 4LD,182819,524425
W10 4NJ,182374,524501
W10 4RE,182319,524553
W10 5NT,181898,524761
W10 5PE,182111,524563
W10 5PG,182083,524504
W10 5TG,181622,524463
W10 6DZ,181889,523783
W10 6NX,181532,523576
W11 1PA,181182,524563
W11 1QT,181215,524214
W11 2EH,181071,524498
W11 2SE,181011,524973
W11 3EP,180881,525206
W11 4EP,180854,524107
W11 4ET,180779,524120
W11 4LA,180237,524462
W12 0NF,180150,521975
W12 0PT,180931,521695
W12 7FG,180578,522565
W12 7LS,180111,522724
W12 8HD,179611,522996
W12 8LE,179755,523893
W12 8LH,180004,523108
W12 8PH,179829,523671
W12 8PP,179751,523654
W12 9BP,179566,522095
W12 9RD,180045,522553
W13 8ER,181491,516478
W13 8JP,180805,516685
W13 8LA,181280,516730
W13 9BE,180269,516171
W13 9NZ,180347,517016
W13 9QP,179797,516767
W14 0HX,179209,523555
W14 8HW,179119,524436
W14 8QA,178989,524604
W14 9PR,178068,524789
W1D 3HZ,181165,529723
W1D 3QL,181323,529733
W1D 3QS,181165,529723
W1D 5EW,180924,529812
W1F 9US,180787,529450
W1G 6AH,181854,528576
W1G 6AL,181880,528569
W1G 6AN,181887,528566
W1G 6AQ,181846,528579
W1G 6AT,181933,528541
W1G 6AX,181952,528545
W1G 6AZ,181976,528540
W1G 6BA,181983,528536
W1G 6BF,182017,528526
W1G 6BG,182024,528521
W1G 6HP,181974,528467
W1G 6HR,181981,528464
W1G 6HX,182022,528449
W1G 6JF,182016,528412
W1G 6JP,181949,528419
W1G 6LF,181822,528510
W1G 6LH,181853,528512
W1G 6LJ,181862,528512
W1G 6LL,181870,528506
W1G 6LW,181881,528491
W1G 6NB,181817,528471
W1G 7AE,181975,528664
W1G 7AF,181968,528647
W1G 7BU,181842,528664
W1G 7ET,181906,528596
W1G 7HA,181693,528660
W1G 7HB,181703,528659
W1G 7HD,181711,528657
W1G 7HE,181717,528655
W1G 7HF,181724,528652
W1G 7HG,181732,528651
W1G 7HH,181748,528648
W1G 7HJ,181757,528644
W1G 7HP,181790,528634
W1G 7HS,181828,528620
W1G 7HU,181837,528617
W1G 7HX,181848,528615
W1G 7HY,181857,528611
W1G 7HZ,181865,528607
W1G 7JA,181873,528606
W1G 7JB,181882,528604
W1G 7JD,181892,528601
W1G 7JE,181900,528598
W1G 7JG,181914,528594
W1G 7JL,181955,528612
W1G 7JQ,181922,528592
W1G 7JU,182009,528567
W1G 7JX,182015,528566
W1G 7JZ,182030,528562
W1G 7LB,182047,528555
W1G 7LE,182062,528551
W1G 7LG,182078,528546
W1G 7LQ,182085,528544
W1G 8AG,181611,528545
W1G 8AH,181604,528546
W1G 8AJ,181596,528548
W1G 8AS,181533,528567
W1G 8BJ,181785,528577
W1G 8EN,181547,528495
W1G 8EZ,181611,528481
W1G 8GE,181558,528592
W1G 8GL,181604,528576
W1G 8GT,181679,528552
W1G 8HL,181514,528545
W1G 8HU,181547,528663
W1G 8HZ,181529,528602
W1G 8QH,181562,528674
W1G 8QN,181726,528618
W1G 8QQ,181611,528657
W1G 8QR,181619,528636
W1G 8QW,181694,528630
W1G 8SD,181746,528502
W1G 8SF,181729,528503
W1G 8TL,181613,528517
W1G 8YB,181663,528573
W1G 8YH,181690,528514
W1G 8YJ,181681,528516
W1G 8YP,181658,528526
W1G 9AZ,181493,528576
W1G 9BP,181529,528721
W1G 9JF,181487,528563
W1G 9JH,181542,528742
W1G 9JR,181476,528529
W1G 9LG,181584,528697
W1G 9PA,181529,528721
W1G 9PB,181436,528743
W1G 9PF,181459,528737
W1G 9PL,181423,528748
W1G 9PP,181600,528698
W1G 9PR,181606,528695
W1G 9PU,181627,528684
W1G 9PW,181584,528697
W1G 9PZ,181648,528677
W1G 9QD,181404,528712
W1G 9QH,181452,528703
W1G 9QJ,181462,528696
W1G 9QN,181480,528693
W1G 9QP,181496,528690
W1G 9QW,181488,528692
W1G 9RJ,181397,528608
W1G 9RS,181469,528582
W1G 9RT,181462,528583
W1G 9RU,181454,528586
W1G 9ST,181458,528617
W1G 9TF,181675,528602
W1G 9TQ,181671,528587
W1H 2HJ,181647,527676
W1H 6EE,181371,528197
W1H 6EQ,181340,528219
W1J 6ER,180516,528851
W1J 7HY,180184,528613
W1J 8AJ,180333,528981
W1K 5LS,181023,528459
W1K 5QL,181013,528639
W1K 6LW,180857,528155
W1K 6ZL,180909,528234
W1T 2DB,181609,529607
W1T 4PR,181801,529357
W1T 5HE,182104,529206
W1T 6EU,182028,529099
W1T 6EY,182033,529154
W1T 7HA,182066,529414
W1U 2AU,181344,528515
W1U 2ER,181399,528440
W1U 2HX,181551,528415
W1U 4DJ,181664,528165
W1U 8ED,181339,528097
W1U 8EW,181609,528014
W1W 5QS,182084,528878
W1W 8HR,181514,529181
W2 1ED,181974,526842
W2 1LQ,181806,526837
W2 1ND,182114,526586
W2 1NY,181364,526826
W2 2DS,181461,527332
W2 2EA,181236,527538
W2 2HL,181047,527480
W2 2HU,181414,527304
W2 2HZ,181213,527503
W2 3ET,180767,526161
W2 5EH,181678,525608
W2 5ES,181774,525564
W2 5LT,181256,525561
W2 6EZ,181609,526342
W2 6HF,181168,526003
W2 6LE,181330,526434
W3 0DF,181696,520430
W3 6DL,180295,520392
W3 6PH,180947,520235
W3 7RG,180062,521425
W3 7TY,180936,521336
W3 8QE,180005,520150
W3 8QH,179882,519858
W3 8SA,180130,519897
W3 9BA,179568,519329
W3 9QN,180284,519650
W3 9RA,180220,519528
W4 1BB,179604,520862
W4 1NU,178528,520867
W4 1PU,178566,521383
W4 1RX,178603,520871
W4 2BD,178378,521115
W4 2EF,178532,521435
W4 2NW,178438,521735
W4 3ET,177275,520577
W4 3JL,177604,519989
W4 4BJ,178303,520107
W4 4HS,178510,520227
W4 4JE,178356,520541
W4 5DG,179523,520487
W4 5LH,178880,520725
W4 5YB,178636,519823
W5 1AQ,182557,517848
W5 1EE,182780,518547
W5 1JQ,182446,518049
W5 1RQ,182193,517270
W5 1TP,182003,517133
W5 2HS,181465,518214
W5 2PJ,180857,518037
W5 3AJ,181451,518966
W5 3TA,180807,518058
W5 3TX,180682,518161
W5 4RH,178970,517732
W6 0QG,179022,522067
W6 7BL,178877,523792
W6 7DJ,178651,523598
W6 7EG,178858,523598
W6 7HY,179435,523193
W6 7JP,178672,523809
W6 9DU,178381,523184
W6 9NH,178620,522220
W7 1DR,180352,515686
W7 2JJ,179640,516263
W7 3AH,181618,515248
W7 3DD,182040,515122
W8 4LT,179801,525529
W8 5JN,178947,525680
W8 5SX,179372,525610
W8 6ED,179167,525222
W8 6EG,179001,525248
W8 7RG,179437,525244
W8 7RX,179598,525421
W9 1HT,182611,525738
W9 1NH,182770,525869
W9 1NZ,182848,525953
W9 2AF,182140,525120
W9 3EG,183096,524550
W9 3JJ,182672,524688
W9 3QT,182194,525077
W9 3RU,182112,524922
W9 3XZ,181962,525144
WC1A 2HS,181573,530192
WC1B 3BA,181583,530135
WC1B 3QU,181665,529944
WC1E 6DB,182309,529347
WC1E 6DP,181791,529852
WC1E 7AA,181827,529756
WC1N 1AF,182264,530277
WC1N 1PD,182420,530292
WC1N 3NA,182046,530629
WC1V 6DW,181580,530582
WC1X 0GB,182706,531148
WC1X 8BP,182888,530500
WC1X 8DU,182706,530612
WC1X 8TS,182115,530905
WC1X 8TX,182161,530873
WC2A 1EN,181396,531101
WC2A 1PP,181187,531140
WC2A 2AZ,181123,530851
WC2B 4PJ,180941,530711
WC2H 9AA,181295,530289
